0.113
0.051
0.220
0.068
0.045
0.097
0.167
0.082
0.214
0.129
0.101
0.161
0.123
0.122
0.216
0.163
0.339
0.094
0.200
0.237
0.049
0.133
0.186
0.193
0.179
0.234
0.083
0.088
0.118
0.239
0.099
0.164
0.141
0.203
0.129
0.111
0.194
0.126
0.278
0.217
0.324
0.235
0.298
0.199
0.204
0.347
0.263
0.213
0.377
0.480
0.321
0.415
0.470
0.514
0.569
0.554
0.768
0.726
0.753
0.615
0.734
0.800
0.797
0.939
0.918
0.859
0.894
0.943
0.938
0.848
0.780
0.905
0.984
0.928
0.913
0.965
0.921
0.908
0.986
0.902
0.984
0.980
0.983
0.990
0.940
0.956
0.970
0.989
0.888
0.898
0.914
0.991
0.989
0.951
0.992
0.989
0.986
0.990
0.991
0.989
0.976
