0.012
0.015
0.012
0.020
0.028
0.013
0.019
0.015
0.020
0.018
0.020
0.026
0.021
0.030
0.024
0.027
0.035
0.033
0.021
0.024
0.020
0.033
0.022
0.035
0.031
0.034
0.040
0.047
0.050
0.065
0.055
0.062
0.061
0.056
0.059
0.070
0.069
0.047
0.064
0.091
0.114
0.112
0.071
0.100
0.139
0.150
0.189
0.128
0.202
0.324
0.160
0.233
0.252
0.281
0.456
0.533
0.622
0.545
0.785
0.621
0.680
0.843
0.850
0.901
0.907
0.962
0.917
0.894
0.869
0.917
0.958
0.982
0.933
0.887
0.923
0.973
0.967
0.868
0.905
0.934
0.924
0.910
0.939
0.971
0.958
0.900
0.893
0.966
0.982
0.937
0.860
0.857
0.916
0.968
0.942
0.886
0.900
0.811
0.898
0.900
0.929
